"","x","y","marks"
"815",0.921,0.884,"hickory"
"816",0.923,0.921,"hickory"
"817",0.934,0.856,"hickory"
"818",0.963,0.904,"hickory"
"819",0.936,0.922,"hickory"
"820",0.968,0.902,"hickory"
"821",0.984,0.931,"hickory"
"822",0.998,0.975,"hickory"
"823",0.987,0.977,"hickory"
"824",0.992,0.986,"hickory"
"825",0.963,0.985,"hickory"
"826",0.944,0.977,"hickory"
"827",0.93,0.277,"hickory"
"828",0.957,0.939,"hickory"
"829",0.994,0.985,"hickory"
"830",0.883,0.958,"hickory"
"831",0.909,0.963,"hickory"
"832",0.925,0.989,"hickory"
"833",0.879,0.985,"hickory"
"834",0.896,0.961,"hickory"
"835",0.891,0.991,"hickory"
"836",0.858,0.984,"hickory"
"837",0.391,0.402,"hickory"
"838",0.421,0.383,"hickory"
"839",0.121,0.041,"maple"
"840",0.097,0.064,"maple"
"841",0.135,0.064,"maple"
"842",0.131,0.106,"maple"
"843",0.116,0.079,"maple"
"844",0.067,0.121,"maple"
"845",0.058,0.083,"maple"
"846",0.009,0.147,"maple"
"847",0.116,0.157,"maple"
"848",0.137,0.169,"maple"
"849",0.119,0.2,"maple"
"850",0.096,0.194,"maple"
"851",0.081,0.208,"maple"
"852",0.094,0.205,"maple"
"853",0.106,0.156,"maple"
"854",0.14,0.184,"maple"
"855",0.096,0.195,"maple"
"856",0.095,0.19,"maple"
"857",0.077,0.218,"maple"
"858",0.081,0.242,"maple"
"859",0.131,0.266,"maple"
"860",0.132,0.267,"maple"
"861",0.128,0.276,"maple"
"862",0.104,0.261,"maple"
"863",0.092,0.254,"maple"
"864",0.087,0.258,"maple"
"865",0.07,0.223,"maple"
"866",0.14,0.334,"maple"
"867",0.066,0.732,"maple"
"868",0.227,0.865,"maple"
"869",0.249,0.945,"maple"
"870",0.146,0.721,"maple"
"871",0.26,0.744,"maple"
"872",0.195,0.583,"maple"
"873",0.275,0.616,"maple"
"874",0.285,0.571,"maple"
"875",0.275,0.57,"maple"
"876",0.284,0.683,"maple"
"877",0.29,0.697,"maple"
"878",0.274,0.648,"maple"
"879",0.2,0.455,"maple"
"880",0.25,0.466,"maple"
"881",0.248,0.478,"maple"
"882",0.255,0.567,"maple"
"883",0.17,0.294,"maple"
"884",0.251,0.301,"maple"
"885",0.225,0.292,"maple"
"886",0.265,0.413,"maple"
"887",0.182,0.372,"maple"
"888",0.159,0.169,"maple"
"889",0.186,0.175,"maple"
"890",0.198,0.212,"maple"
"891",0.202,0.18,"maple"
"892",0.206,0.206,"maple"
"893",0.196,0.17,"maple"
"894",0.188,0.147,"maple"
"895",0.173,0.146,"maple"
"896",0.17,0.161,"maple"
"897",0.226,0.26,"maple"
"898",0.255,0.266,"maple"
"899",0.265,0.228,"maple"
"900",0.194,0.282,"maple"
"901",0.197,0.266,"maple"
"902",0.187,0.253,"maple"
"903",0.152,0.224,"maple"
"904",0.143,0.031,"maple"
"905",0.2,0.042,"maple"
"906",0.207,0.006,"maple"
"907",0.176,0.028,"maple"
"908",0.177,0.024,"maple"
"909",0.269,0.067,"maple"
"910",0.274,0.05,"maple"
"911",0.228,0.094,"maple"
"912",0.15,0.083,"maple"
"913",0.158,0.132,"maple"
"914",0.17,0.126,"maple"
"915",0.176,0.114,"maple"
"916",0.301,0.173,"maple"
"917",0.318,0.143,"maple"
"918",0.329,0.156,"maple"
"919",0.339,0.201,"maple"
"920",0.314,0.188,"maple"
"921",0.313,0.187,"maple"
"922",0.31,0.209,"maple"
"923",0.376,0.166,"maple"
"924",0.406,0.167,"maple"
"925",0.425,0.202,"maple"
"926",0.373,0.174,"maple"
"927",0.372,0.173,"maple"
"928",0.372,0.237,"maple"
"929",0.398,0.228,"maple"
"930",0.425,0.271,"maple"
"931",0.334,0.271,"maple"
"932",0.213,0.096,"maple"
"933",0.147,0.139,"maple"
"934",0.179,0.083,"maple"
"935",0.175,0.103,"maple"
"936",0.353,0.029,"maple"
"937",0.334,0.042,"maple"
"938",0.303,0.042,"maple"
"939",0.295,0.068,"maple"
"940",0.351,0.049,"maple"
"941",0.358,0.002,"maple"
"942",0.377,0.009,"maple"
"943",0.41,0.003,"maple"
"944",0.373,0.063,"maple"
"945",0.402,0.026,"maple"
"946",0.38,0.094,"maple"
"947",0.408,0.12,"maple"
"948",0.425,0.122,"maple"
"949",0.372,0.077,"maple"
"950",0.331,0.137,"maple"
"951",0.343,0.462,"maple"
"952",0.31,0.489,"maple"
"953",0.287,0.461,"maple"
"954",0.399,0.481,"maple"
"955",0.392,0.504,"maple"
"956",0.416,0.534,"maple"
"957",0.4,0.548,"maple"
"958",0.372,0.564,"maple"
"959",0.402,0.531,"maple"
"960",0.318,0.517,"maple"
"961",0.347,0.517,"maple"
"962",0.346,0.518,"maple"
"963",0.344,0.537,"maple"
"964",0.354,0.519,"maple"
"965",0.335,0.568,"maple"
"966",0.331,0.574,"maple"
"967",0.314,0.568,"maple"
"968",0.305,0.552,"maple"
"969",0.35,0.629,"maple"
"970",0.376,0.578,"maple"
"971",0.391,0.584,"maple"
"972",0.425,0.585,"maple"
"973",0.432,0.578,"maple"
"974",0.429,0.596,"maple"
"975",0.429,0.597,"maple"
"976",0.43,0.622,"maple"
"977",0.43,0.639,"maple"
"978",0.415,0.621,"maple"
"979",0.413,0.622,"maple"
"980",0.398,0.626,"maple"
"981",0.396,0.627,"maple"
"982",0.369,0.632,"maple"
"983",0.368,0.631,"maple"
"984",0.385,0.63,"maple"
"985",0.368,0.662,"maple"
"986",0.369,0.667,"maple"
"987",0.402,0.649,"maple"
"988",0.41,0.649,"maple"
"989",0.417,0.666,"maple"
"990",0.402,0.67,"maple"
"991",0.412,0.681,"maple"
"992",0.416,0.684,"maple"
"993",0.421,0.697,"maple"
"994",0.406,0.708,"maple"
"995",0.398,0.69,"maple"
"996",0.379,0.695,"maple"
"997",0.422,0.661,"maple"
"998",0.346,0.663,"maple"
"999",0.354,0.655,"maple"
"1000",0.356,0.655,"maple"
"1001",0.351,0.709,"maple"
"1002",0.325,0.698,"maple"
"1003",0.294,0.689,"maple"
"1004",0.312,0.699,"maple"
"1005",0.354,0.718,"maple"
"1006",0.424,0.971,"maple"
"1007",0.318,0.978,"maple"
"1008",0.494,0.87,"maple"
"1009",0.531,0.874,"maple"
"1010",0.529,0.86,"maple"
"1011",0.508,0.948,"maple"
"1012",0.463,0.734,"maple"
"1013",0.511,0.746,"maple"
"1014",0.532,0.749,"maple"
"1015",0.548,0.733,"maple"
"1016",0.517,0.731,"maple"
"1017",0.516,0.716,"maple"
"1018",0.486,0.801,"maple"
"1019",0.439,0.632,"maple"
"1020",0.439,0.585,"maple"
"1021",0.439,0.584,"maple"
"1022",0.435,0.574,"maple"
"1023",0.522,0.634,"maple"
"1024",0.552,0.632,"maple"
"1025",0.545,0.569,"maple"
"1026",0.524,0.629,"maple"
"1027",0.499,0.712,"maple"
"1028",0.519,0.696,"maple"
"1029",0.516,0.682,"maple"
"1030",0.537,0.639,"maple"
"1031",0.436,0.682,"maple"
"1032",0.499,0.478,"maple"
"1033",0.521,0.439,"maple"
"1034",0.503,0.43,"maple"
"1035",0.45,0.463,"maple"
"1036",0.459,0.434,"maple"
"1037",0.435,0.46,"maple"
"1038",0.474,0.421,"maple"
"1039",0.571,0.47,"maple"
"1040",0.552,0.541,"maple"
"1041",0.568,0.54,"maple"
"1042",0.537,0.53,"maple"
"1043",0.543,0.505,"maple"
"1044",0.524,0.521,"maple"
"1045",0.455,0.555,"maple"
"1046",0.478,0.526,"maple"
"1047",0.463,0.522,"maple"
"1048",0.456,0.498,"maple"
"1049",0.483,0.327,"maple"
"1050",0.502,0.29,"maple"
"1051",0.466,0.289,"maple"
"1052",0.465,0.289,"maple"
"1053",0.494,0.34,"maple"
"1054",0.515,0.32,"maple"
"1055",0.566,0.298,"maple"
"1056",0.545,0.335,"maple"
"1057",0.524,0.403,"maple"
"1058",0.57,0.379,"maple"
"1059",0.534,0.372,"maple"
"1060",0.512,0.399,"maple"
"1061",0.642,0.429,"maple"
"1062",0.573,0.396,"maple"
"1063",0.526,0.359,"maple"
"1064",0.466,0.405,"maple"
"1065",0.447,0.202,"maple"
"1066",0.479,0.186,"maple"
"1067",0.484,0.144,"maple"
"1068",0.462,0.162,"maple"
"1069",0.46,0.147,"maple"
"1070",0.503,0.208,"maple"
"1071",0.549,0.21,"maple"
"1072",0.555,0.192,"maple"
"1073",0.534,0.174,"maple"
"1074",0.526,0.161,"maple"
"1075",0.514,0.229,"maple"
"1076",0.504,0.254,"maple"
"1077",0.5,0.231,"maple"
"1078",0.499,0.232,"maple"
"1079",0.485,0.234,"maple"
"1080",0.484,0.234,"maple"
"1081",0.463,0.225,"maple"
"1082",0.458,0.037,"maple"
"1083",0.476,0.045,"maple"
"1084",0.494,0.021,"maple"
"1085",0.484,0.009,"maple"
"1086",0.475,0.021,"maple"
"1087",0.46,0.008,"maple"
"1088",0.45,0.025,"maple"
"1089",0.531,0.061,"maple"
"1090",0.571,0.084,"maple"
"1091",0.561,0.076,"maple"
"1092",0.531,0.084,"maple"
"1093",0.529,0.09,"maple"
"1094",0.497,0.14,"maple"
"1095",0.482,0.092,"maple"
"1096",0.444,0.085,"maple"
"1097",0.577,0.016,"maple"
"1098",0.613,0.039,"maple"
"1099",0.62,0.017,"maple"
"1100",0.585,0.027,"maple"
"1101",0.665,0.005,"maple"
"1102",0.679,0.022,"maple"
"1103",0.701,0.065,"maple"
"1104",0.673,0.062,"maple"
"1105",0.685,0.014,"maple"
"1106",0.649,0.11,"maple"
"1107",0.584,0.092,"maple"
"1108",0.59,0.096,"maple"
"1109",0.633,0.073,"maple"
"1110",0.576,0.157,"maple"
"1111",0.59,0.152,"maple"
"1112",0.592,0.15,"maple"
"1113",0.593,0.153,"maple"
"1114",0.607,0.153,"maple"
"1115",0.608,0.153,"maple"
"1116",0.621,0.168,"maple"
"1117",0.627,0.158,"maple"
"1118",0.605,0.189,"maple"
"1119",0.587,0.161,"maple"
"1120",0.643,0.152,"maple"
"1121",0.598,0.201,"maple"
"1122",0.65,0.156,"maple"
"1123",0.711,0.153,"maple"
"1124",0.673,0.19,"maple"
"1125",0.7,0.209,"maple"
"1126",0.698,0.212,"maple"
"1127",0.682,0.209,"maple"
"1128",0.657,0.249,"maple"
"1129",0.676,0.237,"maple"
"1130",0.705,0.227,"maple"
"1131",0.715,0.227,"maple"
"1132",0.714,0.232,"maple"
"1133",0.705,0.253,"maple"
"1134",0.703,0.263,"maple"
"1135",0.681,0.256,"maple"
"1136",0.714,0.247,"maple"
"1137",0.615,0.244,"maple"
"1138",0.618,0.226,"maple"
"1139",0.619,0.226,"maple"
"1140",0.622,0.24,"maple"
"1141",0.646,0.221,"maple"
"1142",0.616,0.267,"maple"
"1143",0.576,0.269,"maple"
"1144",0.616,0.268,"maple"
"1145",0.593,0.292,"maple"
"1146",0.609,0.311,"maple"
"1147",0.655,0.295,"maple"
"1148",0.666,0.304,"maple"
"1149",0.663,0.317,"maple"
"1150",0.688,0.308,"maple"
"1151",0.688,0.36,"maple"
"1152",0.662,0.37,"maple"
"1153",0.658,0.389,"maple"
"1154",0.626,0.39,"maple"
"1155",0.578,0.46,"maple"
"1156",0.62,0.432,"maple"
"1157",0.63,0.482,"maple"
"1158",0.608,0.475,"maple"
"1159",0.592,0.496,"maple"
"1160",0.607,0.469,"maple"
"1161",0.595,0.466,"maple"
"1162",0.596,0.482,"maple"
"1163",0.624,0.496,"maple"
"1164",0.634,0.588,"maple"
"1165",0.645,0.63,"maple"
"1166",0.64,0.643,"maple"
"1167",0.626,0.629,"maple"
"1168",0.615,0.644,"maple"
"1169",0.576,0.618,"maple"
"1170",0.681,0.608,"maple"
"1171",0.66,0.618,"maple"
"1172",0.689,0.644,"maple"
"1173",0.712,0.649,"maple"
"1174",0.685,0.631,"maple"
"1175",0.653,0.685,"maple"
"1176",0.668,0.686,"maple"
"1177",0.666,0.656,"maple"
"1178",0.675,0.657,"maple"
"1179",0.692,0.68,"maple"
"1180",0.692,0.701,"maple"
"1181",0.679,0.681,"maple"
"1182",0.677,0.709,"maple"
"1183",0.676,0.709,"maple"
"1184",0.62,0.656,"maple"
"1185",0.626,0.676,"maple"
"1186",0.632,0.676,"maple"
"1187",0.64,0.685,"maple"
"1188",0.609,0.693,"maple"
"1189",0.597,0.733,"maple"
"1190",0.606,0.744,"maple"
"1191",0.607,0.744,"maple"
"1192",0.578,0.781,"maple"
"1193",0.579,0.742,"maple"
"1194",0.715,0.737,"maple"
"1195",0.715,0.738,"maple"
"1196",0.661,0.83,"maple"
"1197",0.574,0.785,"maple"
"1198",0.6,0.785,"maple"
"1199",0.621,0.792,"maple"
"1200",0.583,0.805,"maple"
"1201",0.577,0.805,"maple"
"1202",0.578,0.826,"maple"
"1203",0.613,0.905,"maple"
"1204",0.598,0.887,"maple"
"1205",0.593,0.891,"maple"
"1206",0.576,0.923,"maple"
"1207",0.592,0.892,"maple"
"1208",0.583,0.906,"maple"
"1209",0.595,0.925,"maple"
"1210",0.672,0.891,"maple"
"1211",0.574,0.937,"maple"
"1212",0.594,0.95,"maple"
"1213",0.59,0.953,"maple"
"1214",0.627,0.978,"maple"
"1215",0.78,0.868,"maple"
"1216",0.787,0.856,"maple"
"1217",0.735,0.929,"maple"
"1218",0.763,0.971,"maple"
"1219",0.759,0.789,"maple"
"1220",0.782,0.737,"maple"
"1221",0.782,0.738,"maple"
"1222",0.778,0.746,"maple"
"1223",0.806,0.713,"maple"
"1224",0.722,0.82,"maple"
"1225",0.75,0.633,"maple"
"1226",0.858,0.584,"maple"
"1227",0.872,0.642,"maple"
"1228",0.726,0.666,"maple"
"1229",0.755,0.685,"maple"
"1230",0.839,0.494,"maple"
"1231",0.848,0.509,"maple"
"1232",0.812,0.508,"maple"
"1233",0.807,0.515,"maple"
"1234",0.858,0.53,"maple"
"1235",0.765,0.532,"maple"
"1236",0.768,0.537,"maple"
"1237",0.787,0.514,"maple"
"1238",0.738,0.515,"maple"
"1239",0.869,0.38,"maple"
"1240",0.866,0.364,"maple"
"1241",0.733,0.337,"maple"
"1242",0.752,0.331,"maple"
"1243",0.779,0.32,"maple"
"1244",0.793,0.32,"maple"
"1245",0.763,0.285,"maple"
"1246",0.765,0.308,"maple"
"1247",0.756,0.294,"maple"
"1248",0.752,0.304,"maple"
"1249",0.725,0.285,"maple"
"1250",0.814,0.292,"maple"
"1251",0.727,0.382,"maple"
"1252",0.724,0.19,"maple"
"1253",0.772,0.144,"maple"
"1254",0.751,0.169,"maple"
"1255",0.841,0.193,"maple"
"1256",0.81,0.281,"maple"
"1257",0.824,0.267,"maple"
"1258",0.819,0.252,"maple"
"1259",0.831,0.267,"maple"
"1260",0.845,0.237,"maple"
"1261",0.791,0.218,"maple"
"1262",0.75,0.258,"maple"
"1263",0.754,0.273,"maple"
"1264",0.766,0.274,"maple"
"1265",0.772,0.26,"maple"
"1266",0.767,0.24,"maple"
"1267",0.779,0.229,"maple"
"1268",0.736,0.054,"maple"
"1269",0.737,0.054,"maple"
"1270",0.74,0.025,"maple"
"1271",0.715,0,"maple"
"1272",0.739,0.024,"maple"
"1273",0.826,0.026,"maple"
"1274",0.79,0.022,"maple"
"1275",0.844,0.137,"maple"
"1276",0.828,0.093,"maple"
"1277",0.808,0.103,"maple"
"1278",0.839,0.096,"maple"
"1279",0.752,0.116,"maple"
"1280",0.764,0.076,"maple"
"1281",0.727,0.094,"maple"
"1282",0.718,0.073,"maple"
"1283",0.879,0.032,"maple"
"1284",0.907,0.009,"maple"
"1285",0.921,0.029,"maple"
"1286",0.895,0.067,"maple"
"1287",0.88,0.049,"maple"
"1288",0.861,0.05,"maple"
"1289",0.656,0.062,"maple"
"1290",0.935,0.016,"maple"
"1291",0.945,0.027,"maple"
"1292",0.946,0.028,"maple"
"1293",0.973,0.017,"maple"
"1294",0.985,0.062,"maple"
"1295",0.946,0.058,"maple"
"1296",0.945,0.057,"maple"
"1297",0.968,0.025,"maple"
"1298",0.932,0.084,"maple"
"1299",0.931,0.107,"maple"
"1300",0.961,0.106,"maple"
"1301",0.968,0.098,"maple"
"1302",0.973,0.107,"maple"
"1303",0.969,0.118,"maple"
"1304",0.868,0.074,"maple"
"1305",0.867,0.078,"maple"
"1306",0.908,0.079,"maple"
"1307",0.917,0.141,"maple"
"1308",0.909,0.132,"maple"
"1309",0.9,0.117,"maple"
"1310",0.915,0.193,"maple"
"1311",0.916,0.185,"maple"
"1312",0.911,0.186,"maple"
"1313",0.91,0.185,"maple"
"1314",0.898,0.194,"maple"
"1315",0.899,0.182,"maple"
"1316",0.886,0.176,"maple"
"1317",0.89,0.205,"maple"
"1318",0.879,0.201,"maple"
"1319",0.867,0.202,"maple"
"1320",0.934,0.152,"maple"
"1321",0.97,0.15,"maple"
"1322",0.93,0.192,"maple"
"1323",0.951,0.219,"maple"
"1324",0.899,0.241,"maple"
"1325",0.906,0.232,"maple"
"1326",0.905,0.231,"maple"
"1327",0.925,0.494,"maple"
"1328",0.924,0.494,"maple"
"1329",0.963,0.46,"maple"
"1330",0.978,0.537,"maple"
"1331",0.979,0.551,"maple"
"1332",0.986,0.561,"maple"
"1333",0.963,0.548,"maple"
"1334",0.935,0.568,"maple"
"1335",0.897,0.564,"maple"
"1336",0.884,0.557,"maple"
"1337",0.878,0.563,"maple"
"1338",0.878,0.564,"maple"
"1339",0.913,0.584,"maple"
"1340",0.933,0.62,"maple"
"1341",0.88,0.609,"maple"
"1342",0.916,0.63,"maple"
"1343",0.95,0.631,"maple"
"1344",0.951,0.668,"maple"
"1345",0.985,0.591,"maple"
"1346",0.992,0.606,"maple"
"1347",0.994,0.608,"maple"
"1348",0.969,0.628,"maple"
"1349",0.907,0.652,"maple"
"1350",0.978,0.791,"maple"
"1351",0.867,0.977,"maple"
"1352",0.315,0.074,"maple"
"1353",0.027,0.041,"misc"
"1354",0.105,0.097,"misc"
"1355",0.008,0.134,"misc"
"1356",0.05,0.131,"misc"
"1357",0.009,0.113,"misc"
"1358",0.028,0.109,"misc"
"1359",0.027,0.156,"misc"
"1360",0.036,0.184,"misc"
"1361",0.028,0.171,"misc"
"1362",0.103,0.215,"misc"
"1363",0.124,0.247,"misc"
"1364",0.269,0.316,"misc"
"1365",0.21,0.161,"misc"
"1366",0.221,0.196,"misc"
"1367",0.22,0.182,"misc"
"1368",0.263,0.227,"misc"
"1369",0.245,0.235,"misc"
"1370",0.216,0.227,"misc"
"1371",0.211,0.22,"misc"
"1372",0.29,0.274,"misc"
"1373",0.163,0.261,"misc"
"1374",0.205,0.259,"misc"
"1375",0.173,0.245,"misc"
"1376",0.262,0.13,"misc"
"1377",0.251,0.105,"misc"
"1378",0.307,0.192,"misc"
"1379",0.342,0.287,"misc"
"1380",0.395,0.04,"misc"
"1381",0.423,0.076,"misc"
"1382",0.42,0.113,"misc"
"1383",0.402,0.656,"misc"
"1384",0.358,0.671,"misc"
"1385",0.504,0.951,"misc"
"1386",0.536,0.969,"misc"
"1387",0.539,0.956,"misc"
"1388",0.545,0.963,"misc"
"1389",0.561,0.721,"misc"
"1390",0.523,0.834,"misc"
"1391",0.503,0.624,"misc"
"1392",0.556,0.696,"misc"
"1393",0.434,0.657,"misc"
"1394",0.574,0.51,"misc"
"1395",0.552,0.516,"misc"
"1396",0.462,0.15,"misc"
"1397",0.535,0.146,"misc"
"1398",0.516,0.169,"misc"
"1399",0.488,0.063,"misc"
"1400",0.464,0.026,"misc"
"1401",0.567,0.073,"misc"
"1402",0.436,0.137,"misc"
"1403",0.437,0.117,"misc"
"1404",0.7,0.107,"misc"
"1405",0.66,0.236,"misc"
"1406",0.661,0.282,"misc"
"1407",0.601,0.469,"misc"
"1408",0.594,0.487,"misc"
"1409",0.719,0.549,"misc"
"1410",0.668,0.553,"misc"
"1411",0.639,0.517,"misc"
"1412",0.657,0.518,"misc"
"1413",0.602,0.56,"misc"
"1414",0.574,0.626,"misc"
"1415",0.646,0.669,"misc"
"1416",0.644,0.705,"misc"
"1417",0.64,0.71,"misc"
"1418",0.636,0.699,"misc"
"1419",0.573,0.724,"misc"
"1420",0.582,0.721,"misc"
"1421",0.619,0.731,"misc"
"1422",0.622,0.726,"misc"
"1423",0.677,0.788,"misc"
"1424",0.659,0.816,"misc"
"1425",0.677,0.866,"misc"
"1426",0.631,0.956,"misc"
"1427",0.837,0.989,"misc"
"1428",0.723,0.831,"misc"
"1429",0.723,0.83,"misc"
"1430",0.724,0.828,"misc"
"1431",0.781,0.602,"misc"
"1432",0.721,0.601,"misc"
"1433",0.817,0.568,"misc"
"1434",0.852,0.539,"misc"
"1435",0.839,0.569,"misc"
"1436",0.851,0.567,"misc"
"1437",0.811,0.535,"misc"
"1438",0.732,0.557,"misc"
"1439",0.762,0.55,"misc"
"1440",0.763,0.102,"misc"
"1441",0.96,0.008,"misc"
"1442",0.988,0.227,"misc"
"1443",0.933,0.472,"misc"
"1444",0.916,0.492,"misc"
"1445",0.91,0.492,"misc"
"1446",0.877,0.487,"misc"
"1447",0.987,0.451,"misc"
"1448",0.994,0.427,"misc"
"1449",0.946,0.481,"misc"
"1450",0.878,0.527,"misc"
"1451",0.879,0.534,"misc"
"1452",0.898,0.508,"misc"
"1453",0.917,0.606,"misc"
"1454",0.935,0.649,"misc"
"1455",0.895,0.686,"misc"
"1456",0.946,0.725,"misc"
"1457",0.327,0.108,"misc"
"1458",0.028,0.003,"redoak"
"1459",0.037,0.004,"redoak"
"1460",0.136,0,"redoak"
"1461",0.127,0.035,"redoak"
"1462",0.124,0.051,"redoak"
"1463",0.1,0.064,"redoak"
"1464",0.07,0.09,"redoak"
"1465",0.031,0.068,"redoak"
"1466",0.052,0.085,"redoak"
"1467",0.051,0.1,"redoak"
"1468",0.026,0.118,"redoak"
"1469",0.028,0.135,"redoak"
"1470",0.03,0.146,"redoak"
"1471",0.058,0.179,"redoak"
"1472",0.042,0.156,"redoak"
"1473",0.041,0.156,"redoak"
"1474",0.027,0.166,"redoak"
"1475",0.032,0.172,"redoak"
"1476",0.088,0.154,"redoak"
"1477",0.111,0.137,"redoak"
"1478",0.118,0.221,"redoak"
"1479",0.095,0.284,"redoak"
"1480",0.077,0.279,"redoak"
"1481",0.052,0.219,"redoak"
"1482",0.047,0.277,"redoak"
"1483",0.027,0.253,"redoak"
"1484",0.029,0.291,"redoak"
"1485",0.068,0.292,"redoak"
"1486",0.065,0.302,"redoak"
"1487",0.004,0.344,"redoak"
"1488",0.075,0.324,"redoak"
"1489",0.076,0.341,"redoak"
"1490",0.065,0.43,"redoak"
"1491",0.147,0.455,"redoak"
"1492",0.145,0.479,"redoak"
"1493",0.129,0.477,"redoak"
"1494",0.098,0.526,"redoak"
"1495",0.101,0.526,"redoak"
"1496",0.121,0.51,"redoak"
"1497",0.063,0.496,"redoak"
"1498",0.065,0.564,"redoak"
"1499",0.004,0.554,"redoak"
"1500",0.037,0.624,"redoak"
"1501",0.029,0.619,"redoak"
"1502",0.017,0.593,"redoak"
"1503",0.039,0.58,"redoak"
"1504",0.088,0.627,"redoak"
"1505",0.107,0.654,"redoak"
"1506",0.054,0.756,"redoak"
"1507",0.027,0.753,"redoak"
"1508",0.117,0.755,"redoak"
"1509",0.118,0.787,"redoak"
"1510",0.004,0.802,"redoak"
"1511",0.003,0.96,"redoak"
"1512",0.2,0.882,"redoak"
"1513",0.245,0.962,"redoak"
"1514",0.28,0.963,"redoak"
"1515",0.166,0.938,"redoak"
"1516",0.197,0.762,"redoak"
"1517",0.242,0.784,"redoak"
"1518",0.206,0.79,"redoak"
"1519",0.259,0.569,"redoak"
"1520",0.229,0.692,"redoak"
"1521",0.28,0.677,"redoak"
"1522",0.232,0.673,"redoak"
"1523",0.159,0.64,"redoak"
"1524",0.278,0.564,"redoak"
"1525",0.28,0.54,"redoak"
"1526",0.197,0.308,"redoak"
"1527",0.174,0.308,"redoak"
"1528",0.158,0.304,"redoak"
"1529",0.156,0.303,"redoak"
"1530",0.228,0.318,"redoak"
"1531",0.237,0.307,"redoak"
"1532",0.234,0.294,"redoak"
"1533",0.271,0.419,"redoak"
"1534",0.234,0.38,"redoak"
"1535",0.183,0.411,"redoak"
"1536",0.213,0.356,"redoak"
"1537",0.18,0.193,"redoak"
"1538",0.184,0.197,"redoak"
"1539",0.155,0.157,"redoak"
"1540",0.216,0.273,"redoak"
"1541",0.249,0.26,"redoak"
"1542",0.258,0.286,"redoak"
"1543",0.267,0.227,"redoak"
"1544",0.166,0.048,"redoak"
"1545",0.206,0.064,"redoak"
"1546",0.221,0.06,"redoak"
"1547",0.236,0.042,"redoak"
"1548",0.245,0.01,"redoak"
"1549",0.252,0.013,"redoak"
"1550",0.251,0.111,"redoak"
"1551",0.234,0.078,"redoak"
"1552",0.219,0.094,"redoak"
"1553",0.219,0.075,"redoak"
"1554",0.238,0.082,"redoak"
"1555",0.325,0.155,"redoak"
"1556",0.34,0.206,"redoak"
"1557",0.307,0.214,"redoak"
"1558",0.405,0.177,"redoak"
"1559",0.404,0.24,"redoak"
"1560",0.403,0.231,"redoak"
"1561",0.418,0.245,"redoak"
"1562",0.406,0.246,"redoak"
"1563",0.324,0.24,"redoak"
"1564",0.331,0.251,"redoak"
"1565",0.314,0.282,"redoak"
"1566",0.352,0.294,"redoak"
"1567",0.352,0.293,"redoak"
"1568",0.384,0.332,"redoak"
"1569",0.4,0.32,"redoak"
"1570",0.408,0.317,"redoak"
"1571",0.367,0.404,"redoak"
"1572",0.187,0.079,"redoak"
"1573",0.187,0.078,"redoak"
"1574",0.162,0.097,"redoak"
"1575",0.311,0.004,"redoak"
"1576",0.313,0.025,"redoak"
"1577",0.333,0.023,"redoak"
"1578",0.337,0.006,"redoak"
"1579",0.306,0.051,"redoak"
"1580",0.358,0.013,"redoak"
"1581",0.364,0.031,"redoak"
"1582",0.377,0.039,"redoak"
"1583",0.419,0.016,"redoak"
"1584",0.418,0.023,"redoak"
"1585",0.417,0.065,"redoak"
"1586",0.394,0.071,"redoak"
"1587",0.419,0.078,"redoak"
"1588",0.376,0.087,"redoak"
"1589",0.422,0.102,"redoak"
"1590",0.297,0.108,"redoak"
"1591",0.383,0.416,"redoak"
"1592",0.344,0.402,"redoak"
"1593",0.356,0.398,"redoak"
"1594",0.343,0.409,"redoak"
"1595",0.316,0.435,"redoak"
"1596",0.332,0.442,"redoak"
"1597",0.329,0.432,"redoak"
"1598",0.352,0.434,"redoak"
"1599",0.358,0.434,"redoak"
"1600",0.353,0.484,"redoak"
"1601",0.331,0.481,"redoak"
"1602",0.339,0.489,"redoak"
"1603",0.299,0.474,"redoak"
"1604",0.298,0.472,"redoak"
"1605",0.395,0.43,"redoak"
"1606",0.43,0.471,"redoak"
"1607",0.34,0.501,"redoak"
"1608",0.367,0.842,"redoak"
"1609",0.324,0.774,"redoak"
"1610",0.314,0.745,"redoak"
"1611",0.406,0.719,"redoak"
"1612",0.423,0.763,"redoak"
"1613",0.373,0.791,"redoak"
"1614",0.368,0.841,"redoak"
"1615",0.347,0.805,"redoak"
"1616",0.363,0.832,"redoak"
"1617",0.385,0.855,"redoak"
"1618",0.374,0.911,"redoak"
"1619",0.343,0.923,"redoak"
"1620",0.489,0.874,"redoak"
"1621",0.545,0.916,"redoak"
"1622",0.505,0.924,"redoak"
"1623",0.465,0.986,"redoak"
"1624",0.503,0.781,"redoak"
"1625",0.482,0.761,"redoak"
"1626",0.519,0.781,"redoak"
"1627",0.567,0.846,"redoak"
"1628",0.487,0.83,"redoak"
"1629",0.442,0.643,"redoak"
"1630",0.479,0.617,"redoak"
"1631",0.501,0.581,"redoak"
"1632",0.446,0.647,"redoak"
"1633",0.481,0.481,"redoak"
"1634",0.505,0.446,"redoak"
"1635",0.481,0.433,"redoak"
"1636",0.554,0.481,"redoak"
