"","x","y","cause","burntarea","date","juliandate"
"2627",105.594562125,94.87498605,"other",8,2001-11-08,1407
"2628",225.194805225,184.874980875,"accident",0.15,2001-11-08,1407
"2629",285.914351775,334.87497225,"lightning",0.01,2001-11-08,1407
"2630",85.11484995,194.87500695,"intentional",0.05,2001-11-08,1407
"2631",155.1148326,224.875005225,"accident",7,2001-11-08,1407
"2632",275.354715675,84.87499995,"lightning",0.05,2001-11-09,1408
"2633",295.074862875,64.874987775,"lightning",0.01,2001-11-09,1408
"2634",305.59456395,74.87501385,"lightning",0.01,2001-11-09,1408
"2635",125.194784325,254.8750035,"other",2.5,2001-11-09,1408
"2636",95.35468605,184.874980875,"intentional",0.01,2001-11-09,1408
"2637",195.23478195,234.874991325,"accident",2,2001-11-09,1408
"2638",34.9149645,214.875019125,"accident",0.03,2001-11-09,1408
"2639",285.994301775,304.87501395,"accident",0.1,2001-11-11,1410
"2640",295.114837875,64.874987775,"accident",0.12,2001-11-13,1412
"2641",194.95495695,314.87500005,"accident",0.01,2001-11-13,1412
"2642",175.194794775,174.874994775,"accident",10,2001-11-13,1412
"2643",196.03428195,304.87501395,"other",0.05,2001-11-24,1423
"2644",185.394655875,304.87501395,"other",0.1,2001-11-25,1424
"2645",55.314726675,244.8750174,"accident",1,2001-11-30,1429
"2646",286.154201775,244.8750174,"other",1.01,2001-12-02,1431
"2647",354.954934425,214.875019125,"accident",0.02,2001-12-02,1431
"2648",345.234773325,154.8749826,"other",0.01,2001-12-04,1433
"2649",325.55456115,74.87501385,"other",0.4,2001-12-04,1433
"2650",235.034891325,274.875015675,"intentional",0.4,2001-12-04,1433
"2651",204.99491805,234.874991325,"accident",1.8,2001-12-06,1435
"2652",195.43465695,214.875019125,"accident",0.02,2001-12-06,1435
"2653",55.194801675,244.8750174,"accident",12,2001-12-06,1435
"2654",94.91496105,114.874998225,"other",1.5,2001-12-07,1436
"2655",135.0349104,124.874984325,"accident",225,2001-12-07,1436
"2656",224.954955225,124.874984325,"accident",4.1,2001-12-07,1436
"2657",174.994919775,154.8749826,"other",3,2001-12-07,1436
"2658",235.194791325,174.874994775,"other",2.5,2001-12-07,1436
"2659",84.95494995,224.875005225,"accident",0.25,2001-12-07,1436
"2660",95.63451105,254.8750035,"accident",1,2001-12-07,1436
"2661",205.27474305,194.87500695,"intentional",0.1,2001-12-07,1436
"2662",135.4346604,254.8750035,"other",8,2001-12-07,1436
"2663",124.994909325,204.87499305,"accident",1,2001-12-07,1436
"2664",125.154809325,254.8750035,"other",10,2001-12-07,1436
"2665",254.9330472,104.875012125,"accident",0.05,2001-12-08,1437
"2666",286.7537868,244.8750174,"lightning",0.08,2001-12-08,1437
"2667",285.954326775,334.87497225,"lightning",0.01,2001-12-08,1437
"2668",135.6345354,254.8750035,"other",0.5,2001-12-08,1437
"2669",64.994912775,224.875005225,"accident",1,2001-12-08,1437
"2670",135.6745104,254.8750035,"other",1,2001-12-08,1437
"2671",225.034905225,94.87498605,"intentional",0.47,2001-12-09,1438
"2672",165.114858675,74.87501385,"accident",0.15,2001-12-09,1438
"2673",224.875005225,214.875019125,"accident",20.05,2001-12-09,1438
"2674",194.91498195,244.8750174,"accident",13.05,2001-12-09,1438
"2675",304.95496395,334.87497225,"accident",0.5,2001-12-09,1438
"2676",304.99493895,334.87497225,"accident",0.01,2001-12-09,1438
"2677",145.0348965,194.87500695,"intentional",2,2001-12-09,1438
"2678",164.954958675,224.875005225,"accident",4,2001-12-09,1438
"2679",175.074869775,174.874994775,"intentional",0.06,2001-12-09,1438
"2680",65.754437775,254.8750035,"other",0.04,2001-12-11,1440
"2681",275.394690675,84.87499995,"accident",0.05,2001-12-13,1442
"2682",225.154830225,124.874984325,"other",0.5,2001-12-15,1444
"2683",275.194815675,294.874987875,"accident",5,2001-12-16,1445
"2684",65.794412775,254.8750035,"accident",6,2001-12-17,1446
"2685",65.834387775,254.8750035,"accident",1.5,2001-12-17,1446
"2686",195.27475695,174.874994775,"other",0.01,2001-12-20,1449
"2687",195.31473195,174.874994775,"other",0.1,2001-12-20,1449
"2688",205.03489305,344.874998325,"other",0.12,2001-12-21,1450
"2689",265.8343896,54.875001675,"intentional",5.15,2002-01-03,1463
"2690",301.024981725,148.42501635,"accident",0.3,2002-01-03,1463
"2691",245.2347924,74.87501385,"intentional",0.2,2002-01-04,1464
"2692",334.87497225,124.874984325,"other",1,2002-01-04,1464
"2693",304.87501395,154.8749826,"accident",1,2002-01-04,1464
"2694",254.9149785,264.8749896,"accident",1.6,2002-01-04,1464
"2695",274.994940675,354.874984425,"other",0.01,2002-01-04,1464
"2696",275.194815675,314.87500005,"accident",0.06,2002-01-04,1464
"2697",339.02501685,147.27501555,"other",0.2,2002-01-05,1465
"2698",175.554569775,334.87497225,"other",0.01,2002-01-05,1465
"2699",65.834387775,244.8750174,"other",3,2002-01-05,1465
"2700",55.194801675,214.875019125,"accident",0.15,2002-01-05,1465
"2701",65.874362775,244.8750174,"other",0.5,2002-01-05,1465
"2702",105.274762125,254.8750035,"intentional",0.6,2002-01-05,1465
"2703",255.2747535,74.87501385,"accident",0.5,2002-01-06,1466
"2704",376.3750185,113.3750163,"accident",0.02,2002-01-06,1466
"2705",115.034898225,124.874984325,"accident",0.3,2002-01-06,1466
"2706",284.890991775,174.874994775,"accident",0.2,2002-01-06,1466
"2707",165.034908675,224.875005225,"accident",1,2002-01-06,1466
"2708",134.9949354,114.874998225,"intentional",1.55,2002-01-07,1467
"2709",204.95494305,144.8749965,"accident",52,2002-01-07,1467
"2710",194.99493195,194.87500695,"accident",1.5,2002-01-07,1467
"2711",325.03488615,114.874998225,"other",3.5,2002-01-08,1468
"2712",54.994926675,184.874980875,"other",820,2002-01-08,1468
"2713",335.15479725,244.8750174,"lightning",1,2002-01-08,1468
"2714",225.714480225,274.875015675,"intentional",0.01,2002-01-08,1468
"2715",234.914966325,334.87497225,"accident",6.5,2002-01-08,1468
"2716",215.074894125,344.874998325,"accident",1,2002-01-08,1468
"2717",185.714455875,304.87501395,"accident",0.3,2002-01-08,1468
"2718",125.994284325,224.875005225,"other",1,2002-01-08,1468
"2719",65.994287775,244.8750174,"other",0.5,2002-01-08,1468
"2720",85.07487495,234.874991325,"accident",1,2002-01-08,1468
"2721",225.154830225,94.87498605,"accident",2,2002-01-09,1469
"2722",174.994919775,84.87499995,"intentional",3.8,2002-01-09,1469
"2723",85.23477495,174.874994775,"accident",0.7,2002-01-09,1469
"2724",105.754462125,94.87498605,"intentional",3.5,2002-01-09,1469
"2725",56.753826675,234.874991325,"intentional",5,2002-01-09,1469
"2726",86.67387495,244.8750174,"other",0.01,2002-01-09,1469
"2727",325.63451115,204.87499305,"accident",0.5,2002-01-19,1479
"2728",235.554566325,254.8750035,"accident",0.01,2002-01-20,1480
"2729",284.914976775,234.874991325,"accident",0.02,2002-01-24,1484
"2730",275.234790675,34.8749895,"accident",2.5,2002-01-28,1488
"2731",325.15481115,244.8750174,"intentional",1,2002-01-30,1490
"2732",245.1148674,234.874991325,"accident",0.2,2002-02-02,1493
"2733",225.514605225,274.875015675,"accident",0.6,2002-02-04,1495
"2734",345.074873325,144.8749965,"other",0.04,2002-02-05,1496
"2735",265.8743646,54.875001675,"accident",0.6,2002-02-05,1496
"2736",235.594541325,254.8750035,"accident",0.2,2002-02-05,1496
"2737",116.553948225,94.87498605,"intentional",1,2002-02-06,1497
"2738",224.994930225,234.874991325,"accident",2,2002-02-06,1497
"2739",104.875012125,234.874991325,"other",1,2002-02-06,1497
"2740",265.9942896,54.875001675,"intentional",0.05,2002-02-07,1498
"2741",105.914362125,134.8750104,"accident",0,2002-02-07,1498
"2742",265.1947896,284.875001775,"lightning",0.1,2002-02-07,1498
"2743",265.1947896,314.87500005,"lightning",0.3,2002-02-07,1498
"2744",85.15482495,194.87500695,"accident",0.1,2002-02-07,1498
"2745",287.2334868,244.8750174,"accident",3.7,2002-02-08,1499
"2746",305.15483895,304.87501395,"accident",6.5,2002-02-08,1499
"2747",95.11483605,234.874991325,"intentional",0.2,2002-02-08,1499
"2748",362.139001575,161.02001955,"lightning",0.5,2002-02-09,1500
"2749",74.91498885,154.8749826,"accident",0.5,2002-02-09,1500
"2750",235.314716325,274.875015675,"lightning",2,2002-02-09,1500
"2751",235.154816325,184.874980875,"accident",0.01,2002-02-09,1500
"2752",275.234790675,314.87500005,"lightning",0.03,2002-02-09,1500
"2753",255.1948035,74.87501385,"accident",0.05,2002-02-13,1504
"2754",335.03487225,224.875005225,"accident",4,2002-02-13,1504
"2755",305.03491395,334.87497225,"accident",2,2002-02-13,1504
"2756",275.274765675,244.8750174,"accident",0,2002-02-14,1505
"2757",305.07488895,334.87497225,"other",0.1,2002-02-14,1505
"2758",196.07425695,304.87501395,"other",5,2002-02-17,1508
"2759",245.1948174,74.87501385,"accident",0.1,2002-02-18,1509
"2760",325.67448615,204.87499305,"accident",6,2002-02-20,1511
"2761",204.91496805,364.8750105,"other",1.5,2002-02-20,1511
"2762",94.99491105,224.875005225,"other",0.1,2002-02-21,1512
"2763",125.194784325,244.8750174,"other",0.2,2002-02-21,1512
"2764",305.63453895,74.87501385,"accident",0.07,2002-02-22,1513
"2765",255.2347785,74.87501385,"accident",0.03,2002-02-23,1514
"2766",215.194819125,364.8750105,"intentional",1,2002-02-23,1514
"2767",225.354705225,334.87497225,"other",4,2002-02-23,1514
"2768",65.794412775,244.8750174,"other",0.5,2002-02-23,1514
"2769",144.9949215,224.875005225,"intentional",4,2002-02-23,1514
"2770",284.954951775,234.874991325,"intentional",0.03,2002-02-24,1515
"2771",56.234151675,234.874991325,"other",0.5,2002-02-24,1515
"2772",285.194801775,114.874998225,"accident",0.04,2002-02-25,1516
"2773",196.47400695,304.87501395,"other",0.03,2002-02-25,1516
"2774",204.91496805,144.8749965,"accident",3,2002-02-26,1517
"2775",165.154833675,154.8749826,"accident",4,2002-02-26,1517
"2776",195.67450695,214.875019125,"accident",0.4,2002-02-26,1517
"2777",275.154840675,64.874987775,"accident",1.2,2002-02-27,1518
"2778",295.034887875,74.87501385,"accident",0.04,2002-02-27,1518
"2779",305.67451395,74.87501385,"accident",0.03,2002-03-06,1525
"2780",325.79441115,74.87501385,"other",0.01,2002-03-06,1525
"2781",45.034915575,124.874984325,"intentional",0.5,2002-03-06,1525
"2782",283.291991775,115.954003425,"accident",1.7,2002-03-07,1526
"2783",125.674484325,124.874984325,"accident",1.5,2002-03-07,1526
"2784",254.8750035,194.87500695,"accident",3,2002-03-07,1526
"2785",196.35408195,304.87501395,"accident",0.5,2002-03-07,1526
"2786",245.3147424,324.87498615,"accident",0.4,2002-03-07,1526
"2787",55.274751675,214.875019125,"other",4,2002-03-07,1526
"2788",24.9789384,234.874991325,"other",20,2002-03-07,1526
"2789",56.513976675,234.874991325,"accident",3,2002-03-07,1526
"2790",125.314709325,244.8750174,"other",1,2002-03-07,1526
"2791",84.99492495,234.874991325,"accident",0.6,2002-03-07,1526
"2792",75.11486385,184.874980875,"accident",0.5,2002-03-08,1527
"2793",65.354687775,164.875008675,"accident",0.02,2002-03-08,1527
"2794",54.914976675,124.874984325,"other",1,2002-03-08,1527
"2795",245.1148674,274.875015675,"intentional",7,2002-03-08,1527
"2796",95.11483605,194.87500695,"other",2.05,2002-03-08,1527
"2797",145.3147215,204.87499305,"accident",41.5,2002-03-08,1527
"2798",86.51397495,244.8750174,"accident",2.5,2002-03-08,1527
"2799",175.034894775,84.87499995,"other",0.6,2002-03-09,1528
"2800",235.034891325,194.87500695,"accident",18,2002-03-09,1528
"2801",215.114869125,334.87497225,"accident",25,2002-03-09,1528
"2802",195.47463195,324.87498615,"accident",0.2,2002-03-09,1528
"2803",124.954934325,234.874991325,"accident",0.5,2002-03-09,1528
"2804",135.0349104,204.87499305,"other",9,2002-03-09,1528
"2805",145.0748715,194.87500695,"other",6,2002-03-11,1530
"2806",346.212002175,169.199983875,"accident",0.04,2002-03-15,1534
"2807",325.15481115,254.8750035,"accident",0.03,2002-03-20,1539
"2808",265.9739823,81.5960106,"intentional",0.2,2002-03-21,1540
"2809",295.154812875,54.875001675,"accident",0.02,2002-03-23,1542
"2810",255.0349035,294.874987875,"accident",0.11,2002-03-23,1542
"2811",274.914990675,284.875001775,"accident",0.05,2002-03-23,1542
"2812",175.034894775,204.87499305,"other",1,2002-03-23,1542
"2813",286.9936368,244.8750174,"accident",3.03,2002-03-24,1543
"2814",235.434641325,294.874987875,"other",0.03,2002-03-24,1543
"2815",225.114855225,374.8749966,"other",7,2002-03-24,1543
"2816",204.99491805,374.8749966,"accident",2,2002-03-24,1543
"2817",245.1548424,314.87500005,"other",0.35,2002-03-24,1543
"2818",294.874987875,364.8750105,"accident",3,2002-03-24,1543
"2819",65.874362775,254.8750035,"accident",0.5,2002-03-24,1543
"2820",84.91497495,234.874991325,"accident",0.35,2002-03-24,1543
"2821",295.074862875,74.87501385,"accident",0.3,2002-03-25,1544
"2822",245.8344174,354.874984425,"intentional",0.5,2002-03-26,1545
"2823",254.9949285,354.874984425,"accident",3,2002-03-27,1546
"2824",245.1948174,314.87500005,"accident",0.75,2002-03-27,1546
"2825",245.8743924,354.874984425,"other",0.15,2002-03-28,1547
"2826",65.914337775,254.8750035,"other",0.2,2002-03-30,1549
"2827",205.27474305,304.87501395,"accident",9,2002-03-31,1550
"2828",196.51398195,304.87501395,"accident",4,2002-03-31,1550
"2829",284.886994275,204.87499305,"accident",0.01,2002-04-02,1552
"2830",215.314744125,284.875001775,"other",0.25,2002-04-05,1555
"2831",65.234762775,204.87499305,"accident",3,2002-04-05,1555
"2832",235.474616325,174.874994775,"accident",60.3,2002-04-07,1557
"2833",205.27474305,274.875015675,"accident",1.5,2002-04-07,1557
"2834",136.1542104,144.8749965,"accident",0.05,2002-04-07,1557
"2835",195.39468195,324.87498615,"accident",0.04,2002-04-07,1557
"2836",196.39405695,304.87501395,"accident",0.01,2002-04-07,1557
"2837",195.03490695,194.87500695,"accident",1.2,2002-04-07,1557
"2838",65.074862775,94.87498605,"intentional",0.05,2002-04-08,1558
"2839",235.554566325,174.874994775,"accident",30.3,2002-04-08,1558
"2840",195.43465695,324.87498615,"accident",0.4,2002-04-08,1558
"2841",45.354715575,224.875005225,"intentional",2,2002-04-08,1558
"2842",55.354701675,214.875019125,"other",3,2002-04-08,1558
"2843",126.034259325,224.875005225,"other",1.5,2002-04-08,1558
"2844",135.7944354,194.87500695,"intentional",8,2002-04-08,1558
"2845",96.07423605,254.8750035,"intentional",1.8,2002-04-08,1558
"2846",34.942947,244.8750174,"other",2,2002-04-08,1558
"2847",136.0342854,144.8749965,"intentional",3,2002-04-09,1559
"2848",235.594541325,174.874994775,"accident",12,2002-04-09,1559
"2849",205.39466805,304.87501395,"accident",2.3,2002-04-09,1559
"2850",65.234762775,224.875005225,"other",5,2002-04-09,1559
"2851",55.394676675,254.8750035,"intentional",0.07,2002-04-14,1564
"2852",154.9149576,134.8750104,"accident",52,2002-04-17,1567
"2853",215.034919125,344.874998325,"other",0.01,2002-04-18,1568
"2854",264.9949146,244.8750174,"accident",3,2002-04-20,1570
"2855",286.034276775,304.87501395,"other",3,2002-04-20,1570
"2856",245.2347924,314.87500005,"other",0.65,2002-04-20,1570
"2857",196.11423195,304.87501395,"other",0.18,2002-04-20,1570
"2858",245.9143674,354.874984425,"other",0.02,2002-04-21,1571
"2859",205.11484305,344.874998325,"accident",1,2002-04-21,1571
"2860",65.954312775,254.8750035,"other",10,2002-04-21,1571
"2861",95.43463605,184.874980875,"intentional",1.75,2002-04-21,1571
"2862",235.354691325,174.874994775,"accident",0.5,2002-04-22,1572
"2863",295.194787875,54.875001675,"accident",2,2002-04-23,1573
"2864",275.234790675,294.874987875,"accident",0.3,2002-04-23,1573
"2865",255.0349035,354.874984425,"accident",7.3,2002-04-24,1574
"2866",245.2747674,314.87500005,"accident",0.35,2002-04-24,1574
"2867",185.074855875,344.874998325,"accident",9,2002-04-24,1574
"2868",234.994916325,324.87498615,"accident",0.25,2002-04-25,1575
"2869",215.034919125,334.87497225,"accident",0.02,2002-04-25,1575
"2870",287.0336118,244.8750174,"other",0.05,2002-04-26,1576
"2871",136.1142354,144.8749965,"other",0.45,2002-04-26,1576
"2872",292.377989475,153.503000625,"other",0.02,2002-04-27,1577
"2873",295.114837875,74.87501385,"accident",0.01,2002-04-27,1577
"2874",135.2347854,234.874991325,"other",0.2,2002-04-27,1577
"2875",56.274126675,234.874991325,"other",1,2002-04-27,1577
"2876",125.794409325,224.875005225,"other",0.1,2002-04-27,1577
"2877",214.994944125,314.87500005,"other",2.5,2002-04-28,1578
"2878",94.91496105,154.8749826,"accident",0.05,2002-04-29,1579
"2879",195.35470695,174.874994775,"other",0.5,2002-05-02,1582
"2880",235.314716325,174.874994775,"intentional",1,2002-05-02,1582
"2881",205.35469305,194.87500695,"accident",20,2002-05-02,1582
"2882",347.37499485,138.87498885,"intentional",0.02,2002-05-04,1584
"2883",325.07486115,144.8749965,"accident",0.2,2002-05-07,1587
"2884",248.810995875,93.9430089,"accident",17,2002-05-07,1587
"2885",253.71101145,91.9779978,"accident",6,2002-05-07,1587
"2886",144.9549465,104.875012125,"accident",36,2002-05-07,1587
"2887",287.1135618,244.8750174,"accident",0.3,2002-05-07,1587
"2888",215.394694125,284.875001775,"accident",0.2,2002-05-07,1587
"2889",135.8344104,254.8750035,"other",1,2002-05-07,1587
"2890",125.914334325,224.875005225,"accident",0.3,2002-05-07,1587
"2891",125.114834325,204.87499305,"other",6.2,2002-05-07,1587
"2892",175.594544775,104.875012125,"accident",4.7,2002-05-08,1588
"2893",284.875001775,194.87500695,"accident",0.4,2002-05-08,1588
"2894",135.8743854,254.8750035,"other",2.4,2002-05-08,1588
"2895",105.314737125,254.8750035,"accident",5,2002-05-08,1588
"2896",24.9829359,234.874991325,"other",0.5,2002-05-08,1588
"2897",126.074234325,224.875005225,"intentional",0.1,2002-05-08,1588
"2898",244.9149924,264.8749896,"intentional",1.4,2002-05-09,1589
"2899",185.754430875,304.87501395,"accident",0.1,2002-05-09,1589
"2900",165.034908675,174.874994775,"accident",3,2002-05-14,1594
"2901",325.19478615,254.8750035,"accident",0.01,2002-05-15,1595
"2902",254.9549535,274.875015675,"accident",0.15,2002-05-16,1596
"2903",194.99493195,314.87500005,"accident",1,2002-05-16,1596
"2904",325.75443615,74.87501385,"other",1.5,2002-05-17,1597
"2905",291.89800965,163.28500305,"accident",4.2,2002-05-17,1597
"2906",304.99493895,244.8750174,"accident",0.01,2002-05-17,1597
"2907",195.03490695,314.87500005,"other",1.2,2002-05-17,1597
"2908",74.95496385,224.875005225,"intentional",0.2,2002-05-18,1598
"2909",345.114848325,144.8749965,"accident",0.54,2002-05-19,1599
"2910",135.6745104,194.87500695,"other",0.2,2002-05-19,1599
"2911",234.994916325,124.874984325,"accident",0.5,2002-05-20,1600
"2912",225.474630225,324.87498615,"other",0.5,2002-05-21,1601
"2913",234.994916325,204.87499305,"intentional",1,2002-05-23,1603
"2914",235.394666325,174.874994775,"accident",0.07,2002-05-23,1603
"2915",287.0735868,244.8750174,"accident",0.02,2002-05-24,1604
"2916",225.514605225,324.87498615,"other",0.6,2002-05-25,1605
"2917",56.314101675,234.874991325,"accident",0.1,2002-05-25,1605
"2918",65.074862775,224.875005225,"other",0.03,2002-05-25,1605
"2919",34.9309545,244.8750174,"other",0.05,2002-05-25,1605
"2920",265.9143396,54.875001675,"accident",0.4,2002-05-26,1606
"2921",275.434665675,84.87499995,"accident",0.4,2002-05-26,1606
"2922",95.11483605,64.874987775,"accident",0.01,2002-05-26,1606
"2923",95.15481105,64.874987775,"accident",0.02,2002-05-26,1606
"2924",265.1148396,284.875001775,"accident",0.25,2002-05-26,1606
"2925",235.474616325,294.874987875,"intentional",0.01,2002-05-26,1606
"2926",45.234790575,224.875005225,"accident",0.5,2002-05-26,1606
"2927",345.154823325,144.8749965,"other",0.01,2002-05-27,1607
"2928",315.15482505,304.87501395,"accident",3.5,2002-05-27,1607
"2929",204.99491805,294.874987875,"intentional",0.5,2002-05-27,1607
"2930",310.6589967,151.525997025,"accident",0.3,2002-05-29,1609
"2931",214.954969125,304.87501395,"accident",1.5,2002-05-29,1609
"2932",205.15481805,344.874998325,"intentional",0.8,2002-05-29,1609
"2933",34.934952,244.8750174,"accident",4,2002-05-29,1609
"2934",135.7144854,194.87500695,"other",1.5,2002-05-29,1609
"2935",284.914976775,104.875012125,"intentional",0.54,2002-05-30,1610
"2936",135.2347854,124.874984325,"accident",30,2002-05-30,1610
"2937",235.154816325,274.875015675,"intentional",0.06,2002-05-30,1610
"2938",195.15483195,374.8749966,"accident",0.05,2002-05-30,1610
"2939",75.19481385,234.874991325,"other",0.02,2002-05-31,1611
"2940",254.9549535,264.8749896,"accident",1,2002-06-05,1616
"2941",305.71448895,74.87501385,"accident",0.12,2002-06-07,1618
"2942",145.3546965,94.87498605,"intentional",9,2002-06-07,1618
"2943",194.87500695,114.874998225,"accident",25,2002-06-07,1618
"2944",205.03489305,334.87497225,"accident",2,2002-06-07,1618
"2945",313.5220062,144.919008975,"accident",1,2002-06-08,1619
"2946",354.27899715,157.937987025,"accident",0.6,2002-06-08,1619
"2947",214.954969125,74.87501385,"intentional",7.02,2002-06-08,1619
"2948",165.234783675,154.8749826,"intentional",5,2002-06-08,1619
"2949",245.3547174,324.87498615,"accident",0.25,2002-06-08,1619
"2950",225.754455225,274.875015675,"intentional",1,2002-06-08,1619
"2951",55.394676675,214.875019125,"other",1,2002-06-08,1619
"2952",225.194805225,124.874984325,"accident",2,2002-06-09,1620
"2953",264.9549396,214.875019125,"accident",1,2002-06-09,1620
"2954",235.634516325,174.874994775,"intentional",1.8,2002-06-09,1620
"2955",295.154812875,204.87499305,"accident",0.04,2002-06-09,1620
"2956",34.9949145,194.87500695,"accident",0.2,2002-06-10,1621
"2957",225.234780225,294.874987875,"other",0.3,2002-06-11,1622
"2958",116.67383325,94.87498605,"intentional",1.5,2002-06-13,1624
"2959",105.634537125,134.8750104,"accident",45.7,2002-06-13,1624
"2960",115.074873225,64.874987775,"intentional",0.03,2002-06-13,1624
"2961",225.034905225,234.874991325,"accident",0.5,2002-06-13,1624
"2962",235.434641325,174.874994775,"other",0.05,2002-06-13,1624
"2963",185.434630875,304.87501395,"accident",0.03,2002-06-13,1624
"2964",14.9549673,214.875019125,"accident",0.5,2002-06-13,1624
"2965",135.7944354,254.8750035,"other",8,2002-06-13,1624
"2966",74.91498885,144.8749965,"intentional",1,2002-06-14,1625
"2967",55.034901675,104.875012125,"accident",1.1,2002-06-14,1625
"2968",105.674512125,134.8750104,"accident",0.15,2002-06-14,1625
"2969",105.274762125,124.874984325,"other",0.85,2002-06-14,1625
"2970",235.194791325,274.875015675,"accident",0.2,2002-06-14,1625
"2971",315.19480005,304.87501395,"other",0.01,2002-06-14,1625
"2972",264.9949146,354.874984425,"other",0.05,2002-06-14,1625
"2973",235.514591325,294.874987875,"accident",0.02,2002-06-14,1625
"2974",56.394051675,234.874991325,"other",0.6,2002-06-14,1625
"2975",75.23478885,234.874991325,"accident",3,2002-06-14,1625
"2976",75.11486385,214.875019125,"accident",0.2,2002-06-14,1625
"2977",144.9949215,244.8750174,"accident",0.04,2002-06-14,1625
"2978",125.274734325,244.8750174,"other",0.3,2002-06-14,1625
"2979",325.83438615,74.87501385,"accident",90,2002-06-15,1626
"2980",273.930006675,46.11699885,"accident",0.08,2002-06-15,1626
"2981",116.71380825,94.87498605,"intentional",0.5,2002-06-15,1626
"2982",55.354701675,244.8750174,"accident",12,2002-06-15,1626
"2983",45.114865575,194.87500695,"intentional",0.1,2002-06-15,1626
"2984",244.9949424,94.87498605,"accident",0.05,2002-06-16,1627
"2985",116.75378325,94.87498605,"intentional",1,2002-06-16,1627
"2986",116.79375825,94.87498605,"intentional",40,2002-06-16,1627
"2987",225.074880225,94.87498605,"accident",50,2002-06-16,1627
"2988",355.274734425,234.874991325,"accident",0.2,2002-06-16,1627
"2989",314.95495005,194.87500695,"accident",0.05,2002-06-16,1627
"2990",235.634516325,254.8750035,"other",2,2002-06-16,1627
"2991",175.594544775,334.87497225,"other",0.12,2002-06-16,1627
"2992",225.554580225,274.875015675,"other",1.5,2002-06-16,1627
"2993",215.154844125,274.875015675,"other",1.5,2002-06-16,1627
"2994",65.274737775,204.87499305,"other",5.5,2002-06-16,1627
"2995",75.27476385,234.874991325,"other",1.5,2002-06-16,1627
"2996",214.914994125,104.875012125,"accident",1.5,2002-06-17,1628
"2997",345.194798325,204.87499305,"accident",0.04,2002-06-17,1628
"2998",196.15420695,304.87501395,"accident",26,2002-06-17,1628
"2999",145.2347715,174.874994775,"other",1.5,2002-06-17,1628
"3000",254.9549535,134.8750104,"accident",0.06,2002-06-18,1629
"3001",316.12301955,157.604995275,"accident",0.95,2002-06-18,1629
"3002",325.87436115,74.87501385,"accident",0.2,2002-06-18,1629
"3003",370.15898595,115.875012825,"other",0.5,2002-06-18,1629
"3004",205.23476805,274.875015675,"accident",0.03,2002-06-18,1629
"3005",55.394676675,244.8750174,"other",0.05,2002-06-18,1629
"3006",195.27475695,234.874991325,"other",3.5,2002-06-18,1629
"3007",364.9149855,124.874984325,"accident",0.05,2002-06-19,1630
"3008",95.07486105,84.87499995,"accident",0.03,2002-06-19,1630
"3009",165.194808675,74.87501385,"accident",0.5,2002-06-19,1630
"3010",164.890998675,84.87499995,"accident",1.5,2002-06-19,1630
"3011",45.074890575,124.874984325,"intentional",30,2002-06-19,1630
"3012",86.35407495,244.8750174,"accident",1.5,2002-06-19,1630
"3013",84.95494995,234.874991325,"accident",0.5,2002-06-19,1630
"3014",318.0989838,102.28699065,"intentional",1,2002-06-20,1631
"3015",145.1548215,154.8749826,"accident",1,2002-06-20,1631
"3016",245.1548424,234.874991325,"accident",0.3,2002-06-20,1631
"3017",235.234766325,304.87501395,"accident",0.01,2002-06-20,1631
"3018",286.034276775,334.87497225,"intentional",0.01,2002-06-20,1631
"3019",55.434651675,244.8750174,"accident",30,2002-06-20,1631
"3020",325.91433615,74.87501385,"accident",1.15,2002-06-21,1632
"3021",55.074876675,104.875012125,"accident",8.3,2002-06-21,1632
"3022",155.6345076,154.8749826,"accident",70,2002-06-21,1632
"3023",155.6744826,154.8749826,"accident",6,2002-06-21,1632
"3024",116.83373325,94.87498605,"intentional",0.7,2002-06-21,1632
"3025",255.0349035,174.874994775,"accident",16.15,2002-06-21,1632
"3026",196.19418195,304.87501395,"accident",22,2002-06-21,1632
"3027",175.634519775,334.87497225,"other",0.8,2002-06-21,1632
"3028",56.434026675,234.874991325,"accident",0.1,2002-06-21,1632
"3029",14.9549673,244.8750174,"accident",3,2002-06-21,1632
"3030",205.03489305,204.87499305,"intentional",0.03,2002-06-21,1632
"3031",86.39404995,244.8750174,"other",8,2002-06-21,1632
"3032",145.8743715,234.874991325,"other",0.5,2002-06-21,1632
"3033",274.875015675,134.8750104,"accident",8,2002-06-22,1633
"3034",290.782986975,161.405018775,"accident",0.2,2002-06-22,1633
"3035",155.7144576,154.8749826,"accident",8,2002-06-22,1633
"3036",105.714487125,134.8750104,"accident",0.02,2002-06-22,1633
"3037",125.554559325,124.874984325,"accident",77,2002-06-22,1633
"3038",95.03488605,224.875005225,"other",18,2002-06-22,1633
"3039",65.314712775,204.87499305,"intentional",14.05,2002-06-22,1633
"3040",134.9549604,94.87498605,"intentional",1.6,2002-06-23,1634
"3041",105.754462125,134.8750104,"accident",0.6,2002-06-23,1634
"3042",45.114865575,124.874984325,"accident",5,2002-06-23,1634
"3043",185.474605875,304.87501395,"accident",6.2,2002-06-23,1634
"3044",175.154819775,314.87500005,"accident",26,2002-06-23,1634
"3045",205.39466805,194.87500695,"intentional",3,2002-06-23,1634
